Gene	S1	S2	S3	S4	S5	S6	S7	S8
A1BG	19.240834	29.98337	30.989991	40.551723	31.129929	28.218405	40.027304	50.376744
A1CF	0.01962060165337	0.0181138000941792	0.025099900264436002	0.0314279	0.015581200894987	0.028672200043602398	0.009140410100602	0.021545300576285
A2M	2.23487877	1.7838643	2.1403833	1.9868652999999998	4.4923298	0.8051969999999999	2.547447	1.6532977999999998
A2ML1	0.0942387	0.3244194	0.1439445	0.1478634	0.354129	0.3417854	0.1804601	0.1213603
A3GALT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A4GALT	0.961699	2.5126	1.72489	1.93199	0.8246449	1.08424	0.793487	2.3061198000000003
AAAS	6.723102000394288	5.265922000000001	4.894252976	8.581847	6.833667500000001	9.510628	4.849983999999999	10.00165
AACS	2.1115806999999998	2.7931529999999998	3.7292303	4.4351594	2.3522297	2.1247930999999998	3.687905	3.8717956
AADAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL3	0.0284747	0.0375496	0.0101587	0.0381739	0.028201	0.0	0.0671847	0.0354964
AADAT	0.0534896207	0.0	0.0	0.17875996964000002	0.1725825082	0.03291948424	0.0	0.03373158
AAGAB	33.687817	33.436855	32.59529299999999	37.54936999999999	38.705957000000005	40.28594999999999	38.229952000000004	33.682126
AAMDC	28.019463	28.935112999999998	31.496115999999997	22.533142999999995	26.617476099999998	22.955927300000003	26.70165500103288	22.205544999999997
AAMP	35.264588800000006	36.230279599999996	39.162794220566	25.137280000000004	32.360987	37.911207	29.521004000000005	42.129074
AANAT	0.0394212	0.0299637	0.378615	0.617038	0.117181	0.0	0.142568	0.1038766802
AAR2	4.258753	5.764318	4.672598	5.09903	4.623082	5.84135	7.272815	9.90906
AARD	0.36412	0.651426	0.57102	1.05052	0.191187	0.50504	0.270782	0.00497898
AARS1	0.0	0.355945	0.247132	0.838911	0.763444	0.939717	0.564105	1.061526
AARS2	0.138383	0.560316	0.142696	0.262978	0.0	0.243777	0.3735	0.126842
AARSD1	14.111253000000001	20.070375300000002	11.619396639999998	15.80778	9.196347999999997	11.5114712	9.8378416	9.083738
AASDH	10.647748	10.5246022	9.108668	10.058451999999999	14.982122081301398	6.546613000000001	11.083323	6.5009253000000005
AASDHPPT	17.591354	18.69688	21.540516999999998	10.599950875199998	17.533651999999996	21.636656	15.192051999999999	21.065338999999998
AASS	0.9794128	0.47206566	0.1414462	0.660165	0.37103	0.41869095181	0.165899	0.20157
AATF	49.195024	43.099458000000006	48.641155	37.852073680000004	52.208887	34.4515652	46.110602	35.33809839999999
AATK	0.090363700393601	0.12005160000000001	0.00911344	0.0	0.0234687836618	0.38206548	0.0	0.0167717
ABAT	1.9571448999999999	2.313205	2.514203	2.437311	3.2083445999999998	2.2324003	3.3665141	2.552309
ABCA1	0.0	0.0	0.0	0.0	0.00485408	0.0	0.050464	0.0
ABCA10	0.06183091	0.0230383	0.1036868	0.28755460000000005	0.3075782	0.10234134	0.1859459	0.1104957
ABCA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCA13	0.04866931	0.07608785	0.08659059999999999	0.06960792	0.0790611	0.0613528	0.0537104	0.07659207999999999
ABCA2	1.7926484999999999	2.3774529000000006	3.3070068	1.8269780999999998	3.2359879	1.097262645717	3.2233539112999994	2.7958789999999993
ABCA3	2.2097721000000003	1.506395	1.8643763	1.204568	1.438238	0.8519559999999999	3.5490692002885207	2.3145416
ABCA4	0.0	0.0308225	0.0	0.0195761	0.0	0.0	0.0	0.0
ABCA5	14.564081000000002	9.190009	8.834277892933999	15.646106	14.134691899999998	10.1240114	16.112116000000004	11.863849799999997
ABCA6	0.0658858	0.1261469	0.0723096	0.19478199999999998	0.0828066	0.0715032	0.19465490000000002	0.08219760000000001
ABCA7	7.067317000000001	6.163343	4.690537	4.2191469999999995	5.156857	5.772489	11.35177	5.249386
ABCA8	0.1510021	0.1421227	0.2056527	0.17304060000000002	0.0989216	0.0546408	0.20117049999999997	0.330211
ABCA9	0.288797	0.6865682	0.6459467	1.1049414	0.7613536	0.5036366999999999	0.8989305	1.1242451999999998
ABCB1	0.81710900148005	1.5011131	0.319016	1.6093009999999999	1.1180017	2.505889	0.33555552108000003	3.426621
ABCB10	0.282736	0.264064	0.0	0.81884	1.1019434	1.37457	1.07322	3.0191160000000004
ABCB11	0.2966286	0.4307939	0.4442215	1.00661475	0.75785358	0.0072729	0.5711364000000001	0.1541222
