Set	Score
BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS	0.0027931468937265106
BUSSLINGER_GASTRIC_IMMUNE_CELLS	0.00032097082364185455
BUSSLINGER_DUODENAL_IMMUNE_CELLS	0.016792118664901448
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	0.025969624025559964
FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL	0.1895054035521711
MANNO_MIDBRAIN_NEUROTYPES_BASAL	0.11507287636056339
AIZARANI_LIVER_C1_NK_NKT_CELLS_1	-0.04663481728331777
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	0.08088570297859791
AIZARANI_LIVER_C28_NK_NKT_CELLS_6	0.035856103812545045
HAY_BONE_MARROW_CD8_T_CELL	-0.21187613333109834
ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR	0.0054944534627095485
LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES	0.26102869749967456
MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS	0.03785680697735179
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD4_T_CELLS	0.00711506457019564
CUI_DEVELOPING_HEART_C9_B_T_CELL	0.12020367243050051
TRAVAGLINI_LUNG_CD8_MEMORY_EFFECTOR_T_CELL	-0.1431603000101262
TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL	-0.19083758576317003
TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL	0.021401476837433587
TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL	0.3034436824877519
FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1	-0.08728619399260104
FAN_OVARY_CL10_PUTATIVE_EARLY_ATRESIA_GRANULOSA_CELL	0.022187873458215535
FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	-0.07927117859061802
FAN_OVARY_CL18_B_LYMPHOCYTE	-0.010150199134123409
RUBENSTEIN_SKELETAL_MUSCLE_NK_CELLS	0.005972001257994743
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	0.17455010963278408
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP	-0.3036719738591297
KORKOLA_YOLK_SAC_TUMOR_UP	0.2175955641501886
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	0.1306981691957049
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	0.1661221670818794
KOBAYASHI_EGFR_SIGNALING_6HR_UP	0.3232172988631372
CHANDRAN_METASTASIS_TOP50_UP	0.09474439917890647
GRABARCZYK_BCL11B_TARGETS_UP	-0.07291322525182722
CHOI_ATL_CHRONIC_VS_ACUTE_DN	0.06859858437351717
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	-0.06064805618642897
SCIBETTA_KDM5B_TARGETS_UP	0.13923596982973835
MAYBURD_RESPONSE_TO_L663536_DN	0.12628845488778626
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	0.148549622062781
CHOW_RASSF1_TARGETS_UP	0.05050444804688206
CHOW_RASSF1_TARGETS_DN	0.051540414744019616
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	-0.05058192916186488
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	-0.05260652921187059
LANG_MYB_FAMILY_TARGETS	0.012430254333707627
SHIRAISHI_PLZF_TARGETS_UP	-0.0176849696447551
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	-0.1043753114805147
CHOI_ATL_STAGE_PREDICTOR	0.06349744042395807
NAGY_TFTC_COMPONENTS_HUMAN	-0.06921524058691349
NAGY_STAGA_COMPONENTS_HUMAN	-0.06900534005339841
NAGY_PCAF_COMPONENTS_HUMAN	-0.22853459289149114
SEIDEN_MET_SIGNALING	0.14121634599071653
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	0.10358705118416804
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	-0.03497659683646641
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	-0.26708678716293116
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	0.135209007946318
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	-0.09757964191219795
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	0.08189184144935556
LUND_SILENCED_BY_METHYLATION	-0.21575819504756555
XU_HGF_TARGETS_REPRESSED_BY_AKT1_UP	0.10463769081371736
FUNG_IL2_SIGNALING_1	0.3336925412070726
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES	0.33436005096315247
LI_WILMS_TUMOR_ANAPLASTIC_DN	0.03739786568473975
